dt_iso,temp,dew_point,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,Dhi,Dni,Ghi,hour_sin,hour_cos,month_sin,month_cos,weather_broken clouds,weather_few clouds,weather_light rain,weather_moderate rain,weather_other,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,solar_zenith,solar_azimuth,clearness_index,effective_irradiance,direct_fraction,clear_sky_index,cloud_effect,minutes_since_sunrise,minutes_until_sunset
2010-07-02 02:00:00+10:00,-1.5180097,-1.1757112,1.1778672,0.31830117,-0.64915454,0.9511115,-0.30317158,1.3244168,-0.6493209,-0.5925579,-0.67368233,0.7064691,1.2249194,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,1.5515258,-0.96161425,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.2194374
2010-07-02 03:00:00+10:00,-1.841605,-1.7234145,1.1778672,-0.15289868,-0.33891553,1.1828096,-0.30317158,1.3244168,-0.6493209,-0.5925579,-0.67368233,0.9993906,1.0001962,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,1.2360103,-0.8544895,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.0517889
2010-07-02 04:00:00+10:00,-1.855252,-1.736501,1.1778672,-0.15289868,-0.33891553,1.1828096,-0.30317158,1.2980465,-0.6493209,-0.5925579,-0.67368233,1.2241572,0.7073312,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.917972,-0.77531046,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.88414055
2010-07-02 05:00:00+10:00,-1.5063139,-1.1663669,1.1778672,0.31830117,-0.6560487,0.7842889,-0.30317158,1.3244168,-0.6493209,-0.5925579,-0.67368233,1.3654513,0.36628258,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.6037684,-0.7045554,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.7164922
2010-07-02 06:00:00+10:00,-1.8766922,-1.5103173,1.1778672,0.31830117,-0.5112706,1.0901303,-0.30317158,1.3244168,-0.6493209,-0.5925579,-0.67368233,1.4136442,0.00029237987,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.29801697,-0.63360286,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.54884374
2010-07-02 07:00:00+10:00,-1.8533007,-1.4561061,1.3218566,0.38561544,-0.5112706,1.0901303,-0.30317158,1.3244168,-0.6493209,-0.5925579,-0.67368233,1.3654513,-0.36569783,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.005949241,-0.5567112,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,0.3811953
2010-07-02 08:00:00+10:00,-1.247051,-0.9925177,1.3218566,0.18367265,-0.66639,0.8306285,-0.30317158,1.3244168,-0.54486585,-0.5925579,-0.6322957,1.2241572,-0.7067464,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.26526585,-0.46862867,,-0.62748486,-0.6916164,-0.6408144,-0.52472854,-1.0576926,0.2135469
2010-07-02 09:00:00+10:00,-1.4887704,-1.36077,1.3218566,-0.08558442,-1.5798718,-1.6902463,-0.30317158,0.6651611,0.18631938,-0.5925579,-0.34258974,0.9993906,-0.99961144,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,-0.505202,-0.36389902,,-0.33939594,-0.6916164,-0.25495484,-0.4131805,-0.8812262,0.045898493
2010-07-02 10:00:00+10:00,-1.4458841,-1.3215163,1.3218566,-0.08558442,-1.5798718,-1.6902463,-0.30317158,0.6651611,0.77506596,-0.5925579,-0.10931995,0.7064691,-1.2243347,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,-0.6989858,-0.23760892,,-0.10742825,-0.6916164,-0.13018857,-0.33458984,-0.7047596,-0.12174992
2010-07-02 11:00:00+10:00,-1.020924,-1.1607592,1.3218566,-0.48947,-0.6801785,1.0252548,-0.30317158,1.3244168,0.8225455,-0.5925579,-0.09050787,0.36535478,-1.3656017,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.82769656,-0.08844083,,-0.08872118,-0.6916164,-0.20375064,-0.52472854,-0.5282931,-0.28939834
2010-07-02 12:00:00+10:00,-0.7519107,-1.3514258,1.1778672,-1.1626127,-0.33891553,1.2754887,-0.30317158,1.3244168,0.87002504,-0.5925579,-0.07169579,-0.0007060036,-1.4137852,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.87322396,0.07657162,,-0.070014104,-0.6916164,-0.21287215,-0.52472854,-0.35182655,-0.45704675
2010-07-02 13:00:00+10:00,-0.7460628,-1.345818,1.0338778,-1.1626127,-0.33891553,1.2754887,-0.30317158,1.3244168,0.40472537,-0.5925579,-0.25605416,-0.36676675,-1.3656017,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.82769656,0.24158406,,-0.2533434,-0.6916164,-0.36249995,-0.52472854,-0.17536002,-0.6246952
2010-07-02 14:00:00+10:00,-0.8610746,-1.0560732,0.88988847,-0.5567843,-0.56642413,0.9789153,-0.30317158,1.3244168,0.32875806,-0.5925579,-0.2861535,-0.70788115,-1.2243347,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.6989858,0.39075217,,-0.28327474,-0.6916164,-0.32846358,-0.52472854,0.0011065061,-0.79234356
2010-07-02 15:00:00+10:00,-0.82403624,-1.190663,0.88988847,-0.82604134,-1.5798718,-1.6902463,-0.30317158,1.0607145,0.053376615,-0.5925579,-0.39526355,-1.0008026,-0.99961144,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.505202,0.5170423,,-0.39177576,-0.6916164,-0.33577722,-0.48720783,0.17757304,-0.959992
2010-07-02 16:00:00+10:00,-0.8435311,-1.2093571,0.88988847,-0.82604134,-1.5798718,-1.6902463,-0.30317158,1.0607145,-0.041582506,-0.5925579,-0.4328877,-1.2255692,-0.7067464,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,-0.26526585,0.621772,,-0.4291899,-0.6916164,-0.052193195,-0.49227822,0.35403958,-1.1276404
2010-07-02 17:00:00+10:00,-1.0170214,-0.9626083,0.88988847,-0.15289868,-0.52161187,1.127202,-0.30317158,1.2980465,-0.40242717,-0.5925579,-0.5758595,-1.3668634,-0.36569783,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.005949241,0.70985436,,-0.5713636,-0.6916164,3.08215,-0.52341026,0.53050613,-1.1276404
2010-07-02 18:00:00+10:00,-1.2022135,-0.98691005,0.88988847,0.116358384,0.1781496,1.0901303,-0.30317158,1.2189358,-0.6493209,-0.5925579,-0.67368233,-1.4150561,0.00029237987,-0.40183315,-1.2448174,0,0,0,0,0,1,0,0,0.29801697,0.7867461,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,0.70697266,-1.1276404
2010-07-02 19:00:00+10:00,-1.1924632,-0.94204867,0.88988847,0.18367265,0.1781496,1.0901303,-0.30317158,0.8761229,-0.6493209,-0.5925579,-0.67368233,-1.3668634,0.36628258,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,0.6037684,0.85769856,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,0.8834392,-1.1276404
2010-07-02 20:00:00+10:00,-1.2236537,-0.7999801,1.0338778,0.520244,-0.049359005,1.0808624,-0.30317158,0.84975266,-0.6493209,-0.5925579,-0.67368233,-1.2255692,0.7073312,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,0.917972,0.92845356,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,1.0599056,-1.1276404
2010-07-02 21:00:00+10:00,-1.2860348,-1.2486109,1.0338778,-0.22021295,0.1781496,1.1828096,-0.30317158,0.74427176,-0.6493209,-0.5925579,-0.67368233,-1.0008026,1.0001962,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,1.2360103,1.0076326,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,1.2363722,-1.1276404
2010-07-02 22:00:00+10:00,-1.3035784,-1.2654395,0.88988847,-0.22021295,0.1781496,1.1828096,-0.30317158,-0.046835057,-0.6493209,-0.5925579,-0.67368233,-0.70788115,1.2249194,-0.40183315,-1.2448174,0,0,0,0,0,0,1,0,1.5515258,1.1147574,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,1.4128388,-1.1276404
2010-07-02 23:00:00+10:00,-1.3191766,-0.92335457,1.0338778,0.4529297,0.19193798,0.89550394,-0.30317158,0.8761229,-0.6493209,-0.5925579,-0.67368233,-0.36676675,1.3661864,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,1.8463145,1.3186369,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,1.5893053,-1.1276404
2010-07-03 00:00:00+10:00,-1.4322371,-1.097198,0.88988847,0.31830117,0.72968566,1.1828096,-0.30317158,0.7970122,-0.6493209,-0.5925579,-0.67368233,-0.0007060036,1.41437,-0.40183315,-1.2448174,1,0,0,0,0,0,0,0,2.0114148,-1.7404821,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.5547342
2010-07-03 01:00:00+10:00,-1.4361337,-1.1009403,0.88988847,0.31830117,0.72968566,1.1828096,-0.30317158,-0.3632778,-0.6493209,-0.5925579,-0.67368233,0.36535478,1.3661864,-0.40183315,-1.2448174,0,0,0,0,0,0,1,0,1.8450449,-1.1675977,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.3870858
2010-07-03 02:00:00+10:00,-1.5141131,-1.0392503,0.88988847,0.58755827,0.44357634,0.9140398,-0.30317158,-1.1807548,-0.6493209,-0.5925579,-0.67368233,0.7064691,1.2249194,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,1.5506244,-0.9630901,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.2194374
2010-07-03 03:00:00+10:00,-1.6232771,-1.1420652,0.88988847,0.58755827,1.0743958,1.2754887,-0.30317158,-1.1807548,-0.6493209,-0.5925579,-0.67368233,0.9993906,1.0001962,-0.40183315,-1.2448174,0,0,0,0,0,0,0,1,1.2351992,-0.85558623,,-0.66864043,-0.6916164,-0.7629812,-0.52472854,-1.0576926,1.0517889
